,AUD_l,SS_l,ENT_l,EP_l,Isocortex_l,AI_l,CTXsp_l,SSp_l,VIS_l,HEM_l,COA_l,RHP_l,CA_l,GENv_l,CN_l,PTLp_l,STRd_l,sAMY_l,GENd_l,PALd_l,HIP_l,DORpm_l,OLF_l,VP_l,MO_l,CBN_l,P-sen_l,MY-sen_l,PALv_l,LAT_l,STRv_l,MBsta_l,LZ_l,VNC_l,VENT_l,MBsen_l,ATN_l,PRT_l,ORB_l,SPF_l,PGRN_l,MDRN_l,MY-mot_l,PALc_l,MBmot_l,DORsm_l,RSP_l,VERM_l,TM_l,ILM_l,P-mot_l,HY_l,DCN_l,P-sat_l,LS_l,MSC_l,MEZ_l,MED_l,MBO_l,ACA_l,PVR_l,EPI_l,LSX_l,PALm_l,PHY_l,PVZ_l,MTN_l,RAmb_l,MY-sat_l,MY-sat_r,RAmb_r,MTN_r,PVZ_r,PHY_r,PALm_r,LSX_r,EPI_r,PVR_r,ACA_r,MBO_r,MED_r,MEZ_r,MSC_r,LS_r,P-sat_r,DCN_r,HY_r,P-mot_r,ILM_r,TM_r,VERM_r,DORsm_r,RSP_r,MBmot_r,PALc_r,MY-mot_r,MDRN_r,PGRN_r,SPF_r,ORB_r,PRT_r,ATN_r,MBsen_r,VENT_r,VNC_r,LZ_r,MBsta_r,STRv_r,LAT_r,PALv_r,MY-sen_r,P-sen_r,CBN_r,MO_r,VP_r,OLF_r,DORpm_r,HIP_r,PALd_r,GENd_r,sAMY_r,STRd_r,PTLp_r,CN_r,GENv_r,CA_r,RHP_r,COA_r,HEM_r,VIS_r,SSp_r,CTXsp_r,AI_r,Isocortex_r,EP_r,ENT_r,SS_r,AUD_r
18453,3185.0,191541.0,56744.0,59273.0,221370.0,291612.0,114982.0,167170.0,349.0,279799.0,122181.0,20254.0,22375.0,52.0,23394.0,110.0,72286.0,76556.0,122.0,22807.0,5720.0,0.0,1041422.0,803.0,389946.0,45478.0,2591.0,111053.0,50055.0,58.0,357472.0,0.0,28270.0,72194.0,580.0,2306.0,264.0,19.0,117659.0,31.0,11.0,8306.0,105976.0,15882.0,195.0,293.0,15.0,148881.0,540.0,33.0,200.0,7.0,705.0,11.0,15577.0,11159.0,40611.0,1.0,347.0,7061.0,88449.0,23.0,8173.0,22791.0,538.0,28945.0,212.0,47.0,1256.0,8608.0,30.0,2140.0,19165.0,45.0,12899.0,3387.0,8.0,32416.0,5055.0,763.0,302.0,10362.0,12726.0,14330.0,31.0,8182.0,10.0,167.0,29.0,141.0,119562.0,457.0,743.0,921.0,12752.0,35216.0,26533.0,211.0,0.0,61277.0,34.0,43.0,5943.0,171.0,41221.0,28002.0,6.0,474324.0,21.0,18597.0,38543.0,1692.0,15651.0,191368.0,744.0,643358.0,32.0,4996.0,7861.0,40.0,61597.0,47822.0,1272.0,379.0,3030.0,5500.0,6057.0,35392.0,243873.0,1114.0,137573.0,174901.0,331982.0,277622.0,93529.0,123974.0,249111.0,42750.0
18454,280945.0,777744.0,92978.0,450345.0,697901.0,712329.0,266076.0,3487965.0,1510783.0,26800.0,58237.0,2330088.0,6931793.0,163459.0,4.0,147361.0,61128.0,193437.0,39837.0,263033.0,2959917.0,3853.0,1277311.0,524053.0,379581.0,32.0,3108.0,97938.0,587743.0,39378.0,4806091.0,54790.0,112545.0,404.0,11867.0,156757.0,13853.0,13735.0,76570.0,418.0,114.0,6986.0,12718.0,24668.0,692824.0,38315.0,1352689.0,17780.0,204.0,7011.0,2771.0,952.0,1979.0,173.0,42085.0,1028.0,16687.0,116644.0,12546.0,202414.0,10112.0,2591.0,15405.0,8145.0,5.0,26619.0,37130.0,1695.0,612.0,1560.0,1612.0,45753.0,30746.0,4.0,1695.0,24451.0,9482.0,7203.0,268546.0,25791.0,41607.0,6949.0,1850.0,29568.0,930.0,337.0,4307.0,6948.0,24120.0,35.0,10678.0,28723.0,2647515.0,507141.0,21242.0,9939.0,377.0,36.0,579.0,147108.0,21799.0,42318.0,217898.0,79869.0,2038.0,183609.0,31254.0,4996784.0,36607.0,806526.0,7799.0,10071.0,5640.0,734461.0,513221.0,1685353.0,62412.0,2194553.0,295851.0,47354.0,78255.0,61925.0,738948.0,1558.0,182008.0,5481583.0,2095149.0,22031.0,28264.0,1637318.0,3859887.0,195226.0,674892.0,510541.0,216056.0,54257.0,414838.0,248240.0
18455,251104.0,158496.0,17201.0,78661.0,329879.0,480389.0,81768.0,2009328.0,1192094.0,41369.0,11949.0,786562.0,3516413.0,54855.0,2040.0,314713.0,57756.0,59058.0,30718.0,137862.0,948658.0,6347.0,1916401.0,161841.0,227299.0,2759.0,14502.0,9526.0,513650.0,9647.0,4312582.0,34503.0,108387.0,4906.0,23028.0,124377.0,6824.0,2353.0,56977.0,150.0,49.0,683.0,13141.0,50904.0,222037.0,9701.0,834384.0,52691.0,26.0,2030.0,4023.0,3502.0,1369.0,3806.0,46201.0,909.0,4021.0,16896.0,4557.0,100390.0,1264.0,468.0,20547.0,2657.0,608.0,10913.0,23505.0,1579.0,0.0,0.0,347.0,30869.0,10391.0,89.0,3041.0,48881.0,1288.0,2068.0,52746.0,5588.0,10878.0,1309.0,1763.0,24118.0,4268.0,4.0,307.0,6995.0,4516.0,9.0,13890.0,6784.0,1174521.0,257829.0,71126.0,16602.0,12.0,31.0,2596.0,72396.0,3779.0,5246.0,106364.0,34427.0,1590.0,25760.0,14268.0,4129673.0,19285.0,420068.0,7254.0,6544.0,3412.0,211513.0,177243.0,1621306.0,5279.0,894300.0,120955.0,10475.0,58449.0,50842.0,90767.0,2621.0,63557.0,4592534.0,1077035.0,3809.0,33385.0,981884.0,1816099.0,161411.0,377030.0,241820.0,169805.0,45645.0,146533.0,31612.0
18457,33304.0,187649.0,9708.0,15419.0,52359.0,107343.0,15981.0,1541745.0,265220.0,51555.0,4861.0,100080.0,160672.0,234955.0,459.0,62752.0,24819.0,49141.0,139792.0,49500.0,150717.0,4885.0,17688025.0,149046.0,205252.0,26374.0,12172.0,10192.0,52165.0,21901.0,395036.0,1298.0,82783.0,7017.0,917.0,345663.0,4834.0,5493.0,53615.0,732.0,25.0,544.0,14459.0,14544.0,96074.0,8502.0,472638.0,30310.0,0.0,1673.0,15838.0,203.0,623.0,2862.0,1573.0,5751.0,214972.0,19203.0,1220.0,7220.0,167993.0,2263.0,2430.0,41840.0,2714.0,84616.0,18852.0,1104.0,854.0,507.0,3563.0,10199.0,63597.0,174.0,58035.0,3360.0,720.0,154045.0,6403.0,1017.0,17066.0,155976.0,3641.0,5954.0,1157.0,5533.0,14479.0,9385.0,1637.0,0.0,60610.0,9703.0,427658.0,134764.0,5613.0,34211.0,1666.0,2.0,598.0,50603.0,16413.0,2937.0,370244.0,8074.0,10657.0,70803.0,2032.0,351753.0,54435.0,69046.0,6859.0,17515.0,15705.0,113046.0,146133.0,21969106.0,2960.0,113292.0,49817.0,179445.0,58464.0,34680.0,75413.0,11295.0,145813.0,156876.0,88677.0,1606.0,109277.0,205523.0,1244692.0,32595.0,25753.0,42385.0,20013.0,11893.0,102304.0,36493.0
18458,47271.0,153665.0,3102.0,21784.0,55985.0,40752.0,47092.0,1209848.0,481087.0,148245.0,1531.0,104388.0,170485.0,168032.0,4690.0,252273.0,37693.0,81230.0,149945.0,56228.0,92174.0,15365.0,21199926.0,203978.0,68895.0,30685.0,34205.0,30252.0,40608.0,51506.0,368031.0,1604.0,59034.0,9223.0,9791.0,526190.0,6736.0,43273.0,7712.0,863.0,1282.0,1753.0,67831.0,9738.0,120427.0,12225.0,368259.0,105367.0,48.0,4499.0,23750.0,7419.0,1049.0,2848.0,1303.0,4527.0,92368.0,12259.0,1978.0,2594.0,122403.0,5675.0,3054.0,18373.0,308.0,54408.0,30938.0,6621.0,1.0,0.0,11213.0,16697.0,74056.0,1202.0,25104.0,301.0,7694.0,269652.0,2324.0,600.0,12361.0,130263.0,7850.0,541.0,1814.0,694.0,4149.0,12161.0,11648.0,0.0,187369.0,17954.0,419825.0,146064.0,10337.0,21161.0,816.0,8.0,501.0,9589.0,75400.0,8943.0,434539.0,32832.0,5108.0,91522.0,1150.0,504862.0,93466.0,76265.0,13755.0,23086.0,12909.0,262216.0,231521.0,26298721.0,34463.0,86077.0,54675.0,202399.0,51336.0,16550.0,211190.0,1774.0,214044.0,97989.0,75190.0,3434.0,142698.0,490371.0,992008.0,7348.0,17576.0,25913.0,10403.0,12456.0,112147.0,19072.0
18459,7419.0,8765.0,16277.0,5493.0,35177.0,12632.0,8343.0,34656.0,8103.0,7510.0,3628.0,20840.0,48730.0,9406.0,1338.0,4257.0,16118.0,7461.0,6518.0,11291.0,10700.0,2061.0,101800.0,6299.0,33121.0,1804.0,40713.0,15755.0,25287.0,8344.0,133179.0,2700.0,24658.0,8136.0,2419.0,90040.0,5899.0,8699.0,16035.0,1504.0,569.0,5768.0,18311.0,10807.0,163654.0,8619.0,48499.0,16255.0,113.0,5850.0,59567.0,994.0,1444.0,105484.0,16362.0,3520.0,7853.0,11664.0,4962.0,14673.0,10543.0,964.0,11824.0,7986.0,581.0,9852.0,15172.0,16043.0,152.0,80.0,13652.0,16759.0,31943.0,1097.0,16472.0,69187.0,6623.0,43735.0,15662.0,3784.0,14649.0,25743.0,11259.0,96613.0,66402.0,1720.0,1827.0,40461.0,8054.0,194.0,16110.0,10244.0,100073.0,307501.0,24994.0,21856.0,3432.0,448.0,2351.0,26121.0,13761.0,7698.0,99743.0,1977.0,8758.0,55166.0,9964.0,155612.0,11713.0,40455.0,13448.0,35306.0,2099.0,40635.0,8604.0,151218.0,3759.0,116612.0,18237.0,16104.0,19911.0,43837.0,5563.0,1265.0,21647.0,447319.0,86206.0,6366.0,8141.0,18231.0,30123.0,26723.0,50971.0,37092.0,11582.0,41516.0,14238.0,10497.0
18461,31.0,1711.0,1118.0,2.0,333.0,506.0,714.0,1463.0,175.0,1280.0,9.0,558.0,1261.0,0.0,126.0,365.0,7.0,58.0,1.0,0.0,952.0,0.0,1268.0,0.0,3362.0,1331.0,0.0,2902.0,147.0,0.0,1869.0,0.0,1.0,987.0,0.0,5.0,385.0,3.0,11.0,0.0,0.0,706.0,2960.0,1.0,2.0,0.0,99.0,750.0,0.0,0.0,0.0,0.0,441.0,0.0,18.0,0.0,4.0,0.0,0.0,159.0,4.0,1.0,0.0,1.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,290.0,5.0,0.0,1.0,2.0,4.0,2.0,130.0,1.0,2.0,2.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,1976.0,0.0,492.0,0.0,0.0,52.0,0.0,63.0,0.0,373.0,0.0,4.0,1.0,0.0,1800.0,0.0,0.0,838.0,3.0,527.0,239.0,1.0,1060.0,5257.0,0.0,1469.0,0.0,40.0,219.0,0.0,184.0,482.0,312.0,165.0,0.0,3.0,4.0,0.0,2037.0,2187.0,3193.0,146.0,1500.0,198.0,1.0,18.0,1537.0,2.0
18462,3684.0,23040.0,3209.0,18745.0,48557.0,43540.0,9079.0,46570.0,27077.0,570.0,14205.0,14537.0,16718.0,1982.0,0.0,865.0,29428.0,19946.0,1315.0,7279.0,13580.0,8.0,260534.0,4062.0,10137.0,43.0,1924.0,7468.0,87122.0,76.0,946788.0,143.0,1455.0,352.0,14.0,7345.0,397.0,4.0,1529.0,3.0,0.0,0.0,2445.0,3.0,38482.0,732.0,17089.0,417.0,156.0,101.0,178.0,0.0,0.0,8.0,202.0,8.0,118.0,241.0,21.0,228.0,26.0,0.0,46.0,619.0,284.0,454.0,92.0,90.0,208.0,0.0,3.0,8.0,86.0,0.0,4881.0,3.0,26.0,63.0,189.0,10.0,176.0,111.0,0.0,195.0,3.0,2.0,447.0,105.0,173.0,39.0,326.0,292.0,30885.0,54426.0,14.0,70.0,0.0,0.0,0.0,843.0,186.0,47.0,3711.0,1.0,2.0,2342.0,498.0,1437384.0,794.0,359476.0,7.0,135.0,0.0,13249.0,3834.0,120986.0,0.0,5358.0,12707.0,1623.0,22502.0,4342.0,1754.0,90.0,1248.0,13091.0,19227.0,1287.0,1444.0,50936.0,45186.0,12981.0,23305.0,8508.0,41014.0,4622.0,15649.0,6379.0
18463,29339.0,36323.0,44154.0,32168.0,114208.0,58249.0,42873.0,179620.0,244354.0,1172.0,3795.0,137264.0,417903.0,12640.0,186.0,82974.0,5295.0,12193.0,5255.0,14436.0,65511.0,572.0,480301.0,31967.0,15193.0,5.0,3085.0,463.0,112938.0,13073.0,1369197.0,2934.0,15910.0,695.0,2212.0,12658.0,651.0,911.0,8365.0,1269.0,0.0,2.0,934.0,137.0,89918.0,5470.0,108676.0,2458.0,0.0,138.0,802.0,87.0,859.0,999.0,1002.0,2.0,47.0,2966.0,313.0,6120.0,50.0,145.0,130.0,2656.0,0.0,1088.0,5446.0,35.0,3.0,91.0,214.0,157.0,2313.0,2.0,12027.0,284.0,1374.0,104.0,5109.0,435.0,2802.0,116.0,16.0,656.0,6.0,1457.0,1.0,494.0,453.0,0.0,2130.0,4492.0,107604.0,124049.0,345.0,2669.0,161.0,1.0,13.0,1946.0,2168.0,1188.0,21743.0,2.0,3543.0,10441.0,1903.0,1147086.0,731.0,388214.0,2091.0,2484.0,5.0,30081.0,35000.0,513780.0,1483.0,78620.0,23437.0,7434.0,35026.0,12226.0,24810.0,202.0,8646.0,373541.0,92999.0,5258.0,2103.0,82877.0,174179.0,18166.0,95888.0,79901.0,64199.0,21416.0,55002.0,61240.0
18464,12245.0,41260.0,5667.0,1735.0,6273.0,4355.0,21578.0,636987.0,182901.0,51338.0,8515.0,52973.0,21146.0,9395.0,4505.0,42186.0,4990.0,21737.0,41854.0,4470.0,14643.0,6293.0,198637.0,20753.0,10042.0,17301.0,19797.0,2354.0,11566.0,25007.0,38421.0,498.0,8677.0,794.0,11.0,228034.0,121.0,36140.0,1112.0,300.0,0.0,795.0,3792.0,1715.0,67940.0,6497.0,176282.0,69519.0,16.0,317.0,19657.0,31.0,1036.0,2567.0,110.0,931.0,107059.0,3242.0,1214.0,925.0,105804.0,709.0,1208.0,7773.0,84.0,55729.0,6674.0,944.0,69.0,343.0,84.0,3214.0,21661.0,765.0,7863.0,802.0,1647.0,56825.0,2270.0,42.0,1087.0,26352.0,1232.0,1488.0,289.0,672.0,0.0,1085.0,420.0,2.0,60340.0,8944.0,310440.0,30245.0,3407.0,6390.0,180.0,63.0,43.0,940.0,16616.0,291.0,253864.0,785.0,2551.0,7248.0,108.0,59568.0,9281.0,6609.0,11443.0,9050.0,14854.0,38759.0,36301.0,7387955.0,3337.0,19983.0,17027.0,43894.0,24664.0,5735.0,52716.0,1095.0,33428.0,28572.0,23984.0,1132.0,21315.0,149174.0,406122.0,23034.0,8194.0,17923.0,6031.0,3217.0,88678.0,38571.0
18465,19678.0,162302.0,26362.0,7239.0,59784.0,16009.0,48218.0,1057853.0,211134.0,76674.0,38234.0,84611.0,143186.0,143155.0,931.0,15374.0,11892.0,27583.0,54651.0,24742.0,81365.0,4503.0,15698913.0,220473.0,113129.0,31783.0,10211.0,3753.0,25607.0,5757.0,215761.0,961.0,45262.0,13625.0,19627.0,120712.0,2795.0,17406.0,22267.0,7.0,432.0,1040.0,12123.0,11307.0,122294.0,12150.0,47359.0,152545.0,1.0,1081.0,4748.0,83.0,2399.0,1071.0,2586.0,411.0,125362.0,9466.0,688.0,5018.0,75771.0,284.0,474.0,19592.0,358.0,44369.0,31014.0,1107.0,575.0,330.0,2435.0,6136.0,67019.0,99.0,58431.0,1482.0,4178.0,95547.0,1983.0,5223.0,109516.0,117151.0,1646.0,1325.0,1251.0,681.0,32.0,1122.0,1074.0,0.0,136508.0,36665.0,286578.0,98578.0,1907.0,34044.0,1241.0,150.0,1248.0,66783.0,128728.0,506.0,424046.0,15005.0,10810.0,61371.0,4826.0,529685.0,155579.0,73406.0,6022.0,9666.0,25765.0,135554.0,347369.0,16923495.0,96.0,91000.0,52157.0,21435.0,95510.0,14027.0,141353.0,2785.0,95167.0,109353.0,104295.0,7941.0,49979.0,188347.0,738318.0,24810.0,17506.0,22134.0,32622.0,16731.0,87373.0,12114.0
18466,219.0,1221.0,1313.0,241.0,1381.0,754.0,2046.0,2764.0,679.0,3981.0,1083.0,3266.0,4378.0,3490.0,1292.0,46.0,1877.0,2902.0,3217.0,857.0,3872.0,589.0,26589.0,1206.0,5646.0,303.0,10704.0,7737.0,3009.0,2250.0,9614.0,355.0,6357.0,4293.0,802.0,41823.0,2292.0,3468.0,787.0,178.0,239.0,1513.0,17701.0,1043.0,84181.0,1632.0,4839.0,5354.0,5.0,1452.0,9081.0,66.0,769.0,15806.0,1150.0,344.0,5059.0,4851.0,705.0,4251.0,1980.0,794.0,369.0,1775.0,2636.0,4967.0,3492.0,3399.0,879.0,809.0,4265.0,3116.0,4916.0,540.0,1010.0,199.0,1031.0,2864.0,4070.0,741.0,5265.0,4937.0,294.0,1093.0,20134.0,1616.0,54.0,10312.0,1824.0,89.0,7796.0,2024.0,5076.0,79033.0,1107.0,26179.0,1606.0,200.0,342.0,971.0,2981.0,1812.0,27732.0,399.0,3786.0,6306.0,347.0,13168.0,3170.0,2625.0,10518.0,13154.0,1933.0,16760.0,1252.0,31573.0,1007.0,6449.0,1318.0,8671.0,2602.0,1940.0,396.0,605.0,6302.0,11066.0,4243.0,663.0,3200.0,1433.0,10580.0,974.0,1341.0,4677.0,220.0,1679.0,3807.0,796.0
18467,482789.0,1381724.0,398711.0,75990.0,1030354.0,692322.0,170437.0,1677254.0,796819.0,136458.0,57293.0,153078.0,254859.0,5783.0,661.0,191012.0,77313.0,840531.0,963.0,38977.0,102045.0,1763.0,1123922.0,1634.0,2093624.0,3822.0,20371.0,5608.0,96596.0,5823.0,309008.0,225.0,218071.0,2943.0,831.0,66845.0,18181.0,1933.0,209976.0,2237.0,36.0,361.0,8392.0,379386.0,102663.0,19278.0,731786.0,25788.0,25.0,5947.0,11174.0,120.0,643.0,26392.0,30232.0,8114.0,256493.0,12612.0,21930.0,640408.0,473069.0,2922.0,21353.0,40249.0,572.0,162549.0,21369.0,5568.0,148.0,138.0,8894.0,25684.0,228643.0,467.0,27934.0,24282.0,1144.0,672229.0,789074.0,15492.0,9473.0,383674.0,7293.0,15252.0,26346.0,266.0,103.0,11777.0,6046.0,2023.0,22455.0,14143.0,684615.0,166360.0,464060.0,5590.0,606.0,122.0,1768.0,204943.0,1856.0,11363.0,79415.0,614.0,2162.0,226292.0,82.0,366891.0,2079.0,97370.0,4880.0,17570.0,31417.0,2135461.0,1042.0,1113610.0,193.0,32758.0,37587.0,397.0,750898.0,85557.0,184153.0,145.0,4318.0,56322.0,207517.0,87827.0,150742.0,773263.0,1650136.0,177734.0,1064848.0,934560.0,40218.0,463975.0,1017142.0,337568.0
18468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18469,9146.0,1010.0,1636.0,481.0,11098.0,9053.0,13578.0,16528.0,19385.0,15.0,390.0,36972.0,58332.0,2486.0,0.0,5798.0,1258.0,1756.0,298.0,461.0,14533.0,67.0,28159.0,2320.0,3927.0,0.0,1608.0,74.0,3991.0,4492.0,12761.0,0.0,11812.0,40.0,149.0,19250.0,394.0,2316.0,7406.0,140.0,6.0,10.0,95.0,1737.0,11437.0,1588.0,55135.0,42.0,0.0,2179.0,511.0,53.0,2.0,335.0,282.0,131.0,5898.0,11598.0,13211.0,26021.0,3860.0,1192.0,133.0,1883.0,3.0,5399.0,2843.0,387.0,0.0,15.0,478.0,1928.0,6949.0,0.0,2544.0,201.0,2169.0,6389.0,13888.0,10281.0,36095.0,8771.0,157.0,520.0,595.0,1.0,65.0,665.0,2366.0,20.0,64.0,2473.0,41013.0,12094.0,1332.0,478.0,7.0,1.0,576.0,17826.0,7577.0,1476.0,29038.0,264.0,209.0,9639.0,26.0,24840.0,13544.0,5611.0,790.0,2048.0,0.0,39160.0,742.0,41612.0,362.0,30503.0,476.0,527.0,2419.0,2100.0,12966.0,0.0,5067.0,34221.0,28019.0,328.0,1.0,33929.0,11367.0,8001.0,7170.0,11036.0,445.0,1044.0,1092.0,689.0
18470,50.0,797.0,136.0,43.0,453.0,271.0,1065.0,4993.0,3905.0,0.0,16.0,7969.0,6215.0,4766.0,0.0,220.0,233.0,594.0,223.0,228.0,957.0,12.0,5029.0,788.0,5675.0,0.0,157.0,92.0,837.0,3230.0,1352.0,0.0,2435.0,0.0,148.0,5221.0,157.0,3389.0,1025.0,30.0,0.0,4.0,41.0,236.0,3162.0,639.0,7856.0,1.0,0.0,220.0,130.0,18.0,0.0,137.0,12.0,3.0,1328.0,7410.0,2623.0,2715.0,472.0,59.0,367.0,472.0,0.0,1669.0,622.0,59.0,0.0,0.0,183.0,396.0,1285.0,3.0,282.0,0.0,378.0,931.0,1356.0,1452.0,5406.0,1394.0,50.0,53.0,135.0,0.0,11.0,195.0,1658.0,0.0,115.0,503.0,16701.0,3436.0,91.0,88.0,6.0,0.0,9.0,1432.0,2356.0,232.0,15580.0,139.0,52.0,2078.0,9.0,4111.0,3652.0,781.0,12.0,255.0,0.0,1318.0,1107.0,1319.0,13.0,6161.0,208.0,100.0,1007.0,706.0,500.0,0.0,632.0,4546.0,2720.0,112.0,0.0,3164.0,4233.0,1906.0,672.0,245.0,108.0,77.0,1683.0,168.0
18471,2478308.0,1905608.0,2027173.0,443144.0,2149080.0,621521.0,2155881.0,15658520.0,9504466.0,983213.0,465529.0,9511007.0,28671595.0,466357.0,4837.0,3854292.0,953933.0,919663.0,736868.0,995664.0,3605463.0,143735.0,5288751.0,171055.0,5685139.0,12689.0,264003.0,100900.0,629160.0,830543.0,8674986.0,244300.0,1603477.0,39118.0,43925.0,3394552.0,120079.0,1292873.0,531723.0,53854.0,4182.0,6538.0,87869.0,385016.0,5141779.0,231365.0,23516283.0,362417.0,271.0,30048.0,478659.0,22368.0,8472.0,388573.0,1368809.0,411212.0,182062.0,303505.0,876401.0,2734590.0,188223.0,74172.0,534299.0,48373.0,1738.0,607149.0,29403.0,174918.0,3364.0,4177.0,144923.0,30095.0,659922.0,1797.0,68644.0,389396.0,91427.0,207656.0,2764366.0,836948.0,502261.0,469660.0,380928.0,1057386.0,267794.0,8009.0,33872.0,253294.0,41717.0,2860.0,301490.0,212297.0,22320111.0,4510650.0,270595.0,96487.0,6273.0,3296.0,92312.0,465186.0,1315595.0,151367.0,3103368.0,53775.0,54644.0,1322773.0,89017.0,12771496.0,1082385.0,908382.0,134744.0,239289.0,38451.0,5386285.0,221658.0,6018236.0,102282.0,4838324.0,1211157.0,541004.0,1761804.0,1126550.0,1677328.0,15744.0,723458.0,28609799.0,12552709.0,364299.0,1294825.0,6028059.0,13125589.0,2846526.0,817942.0,1317798.0,769495.0,2979284.0,2115784.0,1392252.0
18472,895002.0,2206826.0,1287859.0,378052.0,1307856.0,498062.0,1298944.0,12213301.0,8346731.0,769084.0,185430.0,7395797.0,22233082.0,252135.0,2166.0,4163387.0,1018483.0,955584.0,236865.0,580425.0,2338208.0,61131.0,4249985.0,145748.0,4679730.0,11098.0,85429.0,49374.0,554957.0,257385.0,6753888.0,46556.0,1002275.0,7411.0,45851.0,1096043.0,85134.0,454797.0,295584.0,11210.0,1192.0,5692.0,42391.0,416902.0,1316205.0,66935.0,13358222.0,161675.0,1009.0,66646.0,155897.0,15830.0,6707.0,87823.0,1184258.0,165344.0,141595.0,218306.0,194324.0,2936829.0,115682.0,26524.0,301837.0,59805.0,637.0,333592.0,41160.0,48588.0,1153.0,969.0,45069.0,36851.0,580362.0,864.0,56619.0,262387.0,17027.0,170956.0,3143410.0,210939.0,489108.0,241331.0,186134.0,826351.0,73474.0,5060.0,5079.0,206837.0,48883.0,1192.0,183338.0,98241.0,19180013.0,1728226.0,168249.0,33891.0,8485.0,381.0,28108.0,285895.0,674567.0,84108.0,1472819.0,17205.0,15376.0,657590.0,59665.0,8289838.0,484388.0,1125568.0,62697.0,105158.0,28373.0,5044222.0,114815.0,4467409.0,54690.0,3582236.0,959673.0,230818.0,2132433.0,1180442.0,2895429.0,6429.0,381706.0,22819079.0,12304653.0,453691.0,918256.0,6901772.0,11267189.0,2150107.0,506203.0,1236267.0,541843.0,1609305.0,2122950.0,1190442.0
18860,74366.0,614159.0,215326.0,228866.0,732657.0,935855.0,320860.0,2432082.0,775170.0,1285608.0,36814.0,597750.0,1632339.0,189938.0,45929.0,135255.0,233681.0,169240.0,32837.0,207631.0,602261.0,3478.0,7069298.0,204541.0,3509192.0,116995.0,159993.0,186901.0,691813.0,76433.0,4656088.0,21181.0,248197.0,83871.0,16456.0,222454.0,19484.0,26444.0,674963.0,8670.0,11553.0,14566.0,229779.0,75831.0,353972.0,31827.0,1090449.0,504018.0,558.0,47279.0,250223.0,14880.0,41240.0,22934.0,49653.0,32868.0,40797.0,85259.0,25986.0,825884.0,40644.0,23795.0,23935.0,157611.0,9693.0,100663.0,27652.0,74183.0,8936.0,3101.0,72860.0,38941.0,125832.0,7591.0,99984.0,51211.0,38076.0,90576.0,485059.0,38310.0,104131.0,70077.0,34851.0,72375.0,27569.0,30143.0,15023.0,204312.0,57033.0,1431.0,421232.0,36929.0,756975.0,377155.0,58860.0,197569.0,12488.0,6401.0,18222.0,628709.0,70412.0,45859.0,393085.0,14706.0,76252.0,282000.0,10889.0,2036261.0,149368.0,501935.0,162896.0,186421.0,208663.0,2118162.0,194029.0,8658606.0,5970.0,1222040.0,112125.0,52960.0,202354.0,240167.0,158432.0,51913.0,101134.0,2713013.0,369515.0,141304.0,1174411.0,381756.0,2344927.0,390994.0,786043.0,725857.0,125538.0,301482.0,573435.0,220353.0
